State_Name,Crop_Year,Avg_Temperature,Avg_Humidity,Total_Rainfall
Puducherry,2015,28.11,75.71,1567.72
Puducherry,2016,28.23,74.08,765.27
Puducherry,2017,28.29,74.81,1248.7
Puducherry,2018,28.04,75.1,947.36
Puducherry,2019,28.41,75.48,1060.94
Punjab,1997,24.71,41.5,585.51
Punjab,1998,26.05,36.01,355.46
Punjab,1999,26.86,30.53,332.2
Punjab,2000,26.16,33.2,418.62
Punjab,2001,25.97,34.75,477.42
Punjab,2002,26.85,33.15,376.33
Punjab,2003,25.42,41.34,553.41
Punjab,2004,26.31,37.62,479.84
Punjab,2005,25.18,41.56,578.48
Punjab,2006,25.7,44.71,648.11
Punjab,2007,25.8,41.71,508.44
Punjab,2008,24.62,47.87,930.46
Punjab,2009,26.04,38.21,449.02
Punjab,2010,25.92,42.08,638.17
Punjab,2011,25.01,46.67,684.58
Punjab,2012,25.11,40.0,462.4
Punjab,2013,24.87,47.17,781.7
Punjab,2014,24.8,44.44,663.99
Punjab,2015,24.71,47.71,825.02
Punjab,2016,26.05,39.62,631.16
Punjab,2017,25.26,44.34,787.02
Punjab,2018,24.86,47.08,941.98
Punjab,2019,24.14,53.97,968.13
Rajasthan,1997,24.65,43.27,553.02
Rajasthan,1998,25.92,38.83,472.95
Rajasthan,1999,26.86,30.91,184.42
Rajasthan,2000,26.57,29.96,214.64
Rajasthan,2001,26.04,34.07,406.26
Rajasthan,2002,27.39,27.87,126.95
Rajasthan,2003,25.75,37.63,424.06
Rajasthan,2004,26.42,37.05,438.64
Rajasthan,2005,25.75,36.72,336.21
Rajasthan,2006,26.67,37.93,326.15
Rajasthan,2007,26.24,37.69,396.51
Rajasthan,2008,25.73,39.42,455.2
Rajasthan,2009,26.73,35.78,310.26
Rajasthan,2010,26.24,42.53,585.83
Rajasthan,2011,25.51,43.83,541.25
Rajasthan,2012,25.06,39.23,538.27
Rajasthan,2013,25.09,44.43,575.94
Rajasthan,2014,25.46,40.67,447.0
Rajasthan,2015,25.54,40.99,450.35
Rajasthan,2016,26.33,40.04,518.58
Rajasthan,2017,25.85,38.94,458.37
Rajasthan,2018,26.13,36.29,402.26
Rajasthan,2019,25.35,46.84,650.42
Sikkim,1997,6.26,69.8,788.56
Sikkim,1998,7.64,71.09,860.21
Sikkim,1999,7.91,67.1,832.0
Sikkim,2000,6.98,70.32,709.04
Sikkim,2001,7.51,68.47,800.67
Sikkim,2002,7.24,72.52,740.4
Sikkim,2003,7.28,71.84,793.29
Sikkim,2004,7.27,73.74,788.07
Sikkim,2005,7.37,71.66,854.12
Sikkim,2006,7.82,70.94,761.88
Sikkim,2007,7.57,72.94,914.37
Sikkim,2008,7.31,74.08,876.35
Sikkim,2009,7.76,70.34,924.82
Sikkim,2010,7.81,71.24,1155.04
Sikkim,2011,7.15,75.11,1064.45
Sikkim,2012,7.07,69.83,887.94
Sikkim,2013,7.49,70.75,1122.24
Sikkim,2014,7.61,73.12,900.55
Sikkim,2015,7.55,78.01,951.55
Sikkim,2016,7.94,76.64,1613.4
Sikkim,2017,7.76,77.31,1475.83
Sikkim,2018,7.2,77.58,1519.09
Sikkim,2019,7.21,78.68,1606.09
Tamil Nadu,1997,27.65,68.38,876.17
Tamil Nadu,1998,27.89,68.9,823.7
Tamil Nadu,1999,27.28,67.65,705.58
Tamil Nadu,2000,27.49,67.67,869.23
Tamil Nadu,2001,27.6,68.17,718.57
Tamil Nadu,2002,28.07,65.85,580.62
Tamil Nadu,2003,27.83,67.88,780.58
Tamil Nadu,2004,27.0,71.04,1032.05
Tamil Nadu,2005,27.5,70.63,1173.76
Tamil Nadu,2006,27.17,70.56,767.54
Tamil Nadu,2007,27.48,68.09,817.27
Tamil Nadu,2008,26.83,71.91,1090.22
Tamil Nadu,2009,27.86,66.34,669.54
Tamil Nadu,2010,27.56,70.74,1047.65
Tamil Nadu,2011,27.12,70.24,875.6
Tamil Nadu,2012,27.63,68.02,721.77
Tamil Nadu,2013,28.07,65.62,647.71
Tamil Nadu,2014,27.86,66.64,698.98
Tamil Nadu,2015,27.47,70.74,1124.57
Tamil Nadu,2016,28.28,64.85,476.55
Tamil Nadu,2017,27.86,68.08,830.86
Tamil Nadu,2018,27.55,68.89,704.21
Tamil Nadu,2019,28.27,67.66,864.41
Telangana,1997,26.16,59.65,807.28
Telangana,1998,26.61,61.16,993.13
Telangana,1999,25.96,55.98,579.49
Telangana,2000,26.1,55.34,906.34
Telangana,2001,26.26,57.38,788.25
Telangana,2002,26.86,54.5,733.32
Telangana,2003,26.54,58.55,814.39
Telangana,2004,25.88,59.54,697.09
Telangana,2005,25.74,62.09,1192.72
Telangana,2006,25.53,64.22,1060.92
Telangana,2007,26.0,60.03,814.85
Telangana,2008,25.67,60.84,1135.18
Telangana,2009,26.79,56.63,783.05
Telangana,2010,26.47,62.59,1098.45
Telangana,2011,26.03,58.11,658.74
Telangana,2012,26.57,55.1,715.02
Telangana,2013,25.65,64.12,1081.99
Telangana,2014,26.29,57.45,640.19
Telangana,2015,27.11,53.19,473.58
Telangana,2016,26.37,57.28,812.22
Telangana,2017,26.36,55.63,755.56
Telangana,2018,26.61,52.71,619.68
Telangana,2019,26.6,60.21,887.64
Tripura,1997,24.5,71.09,1927.53
Tripura,1998,24.74,75.06,1950.71
Tripura,1999,25.29,71.28,1705.44
Tripura,2000,24.18,76.16,2009.16
Tripura,2001,24.37,75.38,2098.63
Tripura,2002,24.52,76.0,2008.36
Tripura,2003,24.37,77.07,1812.5
Tripura,2004,24.33,77.16,2350.72
Tripura,2005,24.54,78.66,1971.96
Tripura,2006,24.88,74.48,1824.9
Tripura,2007,24.08,78.11,2764.31
Tripura,2008,24.54,76.76,1544.38
Tripura,2009,25.0,74.91,2037.02
Tripura,2010,24.77,78.6,2234.99
Tripura,2011,24.56,75.31,1663.37
Tripura,2012,24.59,74.79,1842.61
Tripura,2013,24.83,75.66,1965.83
Tripura,2014,25.09,74.22,1987.22
Tripura,2015,24.63,77.89,2402.7
Tripura,2016,25.06,80.48,2749.74
Tripura,2017,24.51,83.36,4721.89
Tripura,2018,24.17,81.48,2698.26
Tripura,2019,24.67,79.1,2963.24
Uttar Pradesh,1997,26.03,45.12,711.1
Uttar Pradesh,1998,25.83,51.68,962.01
Uttar Pradesh,1999,26.85,42.16,649.86
Uttar Pradesh,2000,25.93,45.55,976.03
Uttar Pradesh,2001,26.23,45.41,797.83
Uttar Pradesh,2002,26.95,43.44,658.13
Uttar Pradesh,2003,25.86,50.49,803.3
Uttar Pradesh,2004,25.92,50.92,866.58
Uttar Pradesh,2005,25.92,51.09,949.68
Uttar Pradesh,2006,26.3,50.66,945.42
Uttar Pradesh,2007,25.64,53.71,1067.29
Uttar Pradesh,2008,25.03,58.94,1606.05
Uttar Pradesh,2009,25.81,54.21,981.43
Uttar Pradesh,2010,26.2,54.63,930.36
Uttar Pradesh,2011,25.29,57.14,1188.78
Uttar Pradesh,2012,25.28,53.41,1108.06
Uttar Pradesh,2013,25.01,59.2,1238.3
Uttar Pradesh,2014,25.98,49.36,881.59
Uttar Pradesh,2015,26.55,46.65,737.89
Uttar Pradesh,2016,26.39,49.13,1050.69
Uttar Pradesh,2017,26.23,51.6,1128.51
Uttar Pradesh,2018,25.95,52.36,1381.52
Uttar Pradesh,2019,25.4,58.93,1300.6
Uttarakhand,1997,17.64,57.19,1278.63
Uttarakhand,1998,18.68,57.66,1521.44
Uttarakhand,1999,19.66,45.43,735.34
Uttarakhand,2000,19.13,46.78,840.0
Uttarakhand,2001,18.86,50.68,1352.95
Uttarakhand,2002,19.54,47.61,958.91
Uttarakhand,2003,18.85,53.05,1273.01
Uttarakhand,2004,18.94,53.84,1248.58
Uttarakhand,2005,18.69,54.59,1268.8
Uttarakhand,2006,19.34,54.62,1165.48
Uttarakhand,2007,18.98,55.55,1573.3
Uttarakhand,2008,18.5,58.45,1595.48
Uttarakhand,2009,19.52,50.52,1098.18
Uttarakhand,2010,19.63,54.41,1975.14
Uttarakhand,2011,18.24,61.28,1746.53
Uttarakhand,2012,18.82,55.17,1381.48
Uttarakhand,2013,18.66,63.84,2093.6
Uttarakhand,2014,18.96,57.28,1213.43
Uttarakhand,2015,19.05,58.38,1237.88
Uttarakhand,2016,19.96,51.35,957.22
Uttarakhand,2017,19.5,55.71,1127.49
Uttarakhand,2018,19.12,56.49,1143.2
Uttarakhand,2019,18.79,58.6,1016.38
West Bengal,1997,25.81,68.85,1435.95
West Bengal,1998,25.76,72.96,1379.07
West Bengal,1999,25.81,70.44,1538.03
West Bengal,2000,25.31,72.5,1377.38
West Bengal,2001,25.59,71.07,1463.52
West Bengal,2002,25.78,71.82,1262.33
West Bengal,2003,25.85,71.27,1267.62
West Bengal,2004,25.71,71.81,1283.95
West Bengal,2005,25.97,72.36,1247.68
West Bengal,2006,25.84,71.89,1340.4
West Bengal,2007,25.37,72.75,1902.12
West Bengal,2008,25.21,75.32,1450.92
West Bengal,2009,25.88,70.55,1510.69
West Bengal,2010,26.13,71.37,1308.79
West Bengal,2011,25.55,72.25,1679.12
West Bengal,2012,25.51,70.11,1177.07
West Bengal,2013,25.46,71.73,1710.3
West Bengal,2014,25.59,70.5,1213.25
West Bengal,2015,26.06,70.62,1551.02
West Bengal,2016,26.44,71.23,1558.93
West Bengal,2017,26.02,73.19,1934.75
West Bengal,2018,25.4,71.86,1288.06
West Bengal,2019,26.2,71.19,1409.8
