State_Name,Crop_Year,Total_Area,Total_Production,Crop_Count
Telangana,2007,4520000.0,16741000.0,23
Telangana,2008,5063743.0,23060099.0,36
Telangana,2009,4534377.0,19614231.0,37
Telangana,2010,5530370.0,17052282.0,39
Telangana,2011,5372268.0,24709004.0,40
Telangana,2013,11912845.0,2746240985.0,41
Telangana,2014,9928719.0,2522429394.0,40
Telangana,2015,5051233.0,1338688700.0,39
Telangana,2016,5604569.0,1768559600.0,32
Telangana,2017,5699786.0,1936467200.0,31
Telangana,2018,5412620.0,1802243800.0,32
Telangana,2019,7146150.0,2696971970.0,35
Tripura,1998,558434.0,58824925.0,19
Tripura,1999,496448.0,67222873.0,7
Tripura,2000,519030.0,72431847.0,7
Tripura,2001,525976.0,76422862.0,7
Tripura,2002,570190.0,79634864.0,9
Tripura,2003,545218.0,76851506.0,7
Tripura,2004,552246.0,69119552.0,19
Tripura,2005,547348.0,68258931.0,19
Tripura,2006,540800.0,70348116.0,19
Tripura,2007,540014.0,71728887.0,19
Tripura,2008,515968.0,70590819.0,19
Tripura,2009,521788.0,71298829.0,19
Tripura,2010,566010.0,78212885.0,19
Tripura,2011,572792.0,79834339.0,19
Tripura,2012,550762.0,79378021.0,19
Tripura,2013,561118.0,80252580.0,19
Tripura,2014,571284.0,83058966.0,19
Tripura,2015,315981.0,88493100.0,20
Tripura,2016,335602.0,92139500.0,23
Tripura,2017,339002.0,92281300.0,23
Tripura,2018,332524.0,89743738.0,24
Tripura,2019,327706.0,91487405.2,24
Uttar Pradesh,1997,64172149.0,17239321165.0,26
Uttar Pradesh,1998,47607029.0,16965037771.0,30
Uttar Pradesh,1999,46335027.0,17382788682.0,27
Uttar Pradesh,2000,46992742.0,15948666741.5,25
Uttar Pradesh,2001,47350652.0,17428778685.2,25
Uttar Pradesh,2002,44398446.0,17176148072.0,27
Uttar Pradesh,2003,47278198.0,17432325987.0,26
Uttar Pradesh,2004,43329346.0,17292177882.0,26
Uttar Pradesh,2005,42132380.0,17717342836.0,26
Uttar Pradesh,2006,47563166.0,18937545450.0,34
Uttar Pradesh,2007,45568674.0,18119768246.0,33
Uttar Pradesh,2008,46938948.0,16992110922.0,31
Uttar Pradesh,2009,45911198.0,17728140948.0,34
Uttar Pradesh,2010,47258588.0,18471095231.0,31
Uttar Pradesh,2011,48231348.0,19695726190.0,34
Uttar Pradesh,2012,48004514.0,20728329788.0,34
Uttar Pradesh,2013,48371028.0,20969134392.0,34
Uttar Pradesh,2014,48293996.0,20140867844.0,34
Uttar Pradesh,2015,23568213.0,20532552600.0,33
Uttar Pradesh,2016,24433515.0,22873032900.0,33
Uttar Pradesh,2017,24007072.0,25463956500.0,33
Uttar Pradesh,2018,24220147.0,26259449100.0,33
Uttar Pradesh,2019,24319229.0,25998725310.0,33
Uttarakhand,2000,2289654.0,889650723.0,35
Uttarakhand,2001,2289304.0,901257037.0,35
Uttarakhand,2002,2457932.0,957822996.0,35
Uttarakhand,2003,2279106.0,906782343.0,32
Uttarakhand,2004,2294508.0,841243241.0,31
Uttarakhand,2005,2263750.0,857491010.0,32
Uttarakhand,2006,2271746.0,929700657.0,35
Uttarakhand,2007,2232934.0,959191647.0,34
Uttarakhand,2008,2225214.0,764143982.0,33
Uttarakhand,2009,2175704.0,812941930.0,34
Uttarakhand,2010,2187798.0,829222120.0,31
Uttarakhand,2011,2111712.0,844352627.0,32
Uttarakhand,2012,2098208.0,845244962.0,32
Uttarakhand,2013,2048528.0,811607619.0,32
Uttarakhand,2014,4193366.0,804929409.0,36
Uttarakhand,2015,1024372.0,760783800.0,31
Uttarakhand,2016,1008643.0,752596500.0,31
Uttarakhand,2017,983707.0,857919400.0,29
Uttarakhand,2018,953456.0,856228500.0,31
Uttarakhand,2019,944733.0,901070800.0,30
West Bengal,1997,82363335.0,37503759719.0,38
West Bengal,1998,11338134.0,34929623049.0,39
West Bengal,1999,11626533.0,35671577612.1,40
West Bengal,2000,10877727.0,36179055945.0,39
West Bengal,2001,11246246.0,36567070021.9,40
West Bengal,2002,11306488.0,35720667331.9,40
West Bengal,2003,11451920.0,35174866777.1,40
West Bengal,2004,11184687.744,34386183576.9,39
West Bengal,2005,11208215.0,35693581508.0,40
West Bengal,2006,11400069.0,39255462696.0,40
West Bengal,2007,11452766.0,39413855221.0,39
West Bengal,2008,11539530.0,38815233424.0,42
West Bengal,2009,10921953.0,40361701917.0,34
West Bengal,2010,9755063.0,40262178104.0,36
West Bengal,2011,10642723.0,40440732213.0,36
West Bengal,2012,10708239.0,40843074954.0,36
West Bengal,2013,10935743.0,40893151885.0,37
West Bengal,2014,10980201.0,41603181246.0,37
West Bengal,2015,8267698.0,41106880500.0,36
West Bengal,2016,8009165.0,41826646800.0,36
West Bengal,2017,8316383.0,42250889300.0,34
West Bengal,2018,8319769.0,42463235100.0,35
West Bengal,2019,8508529.0,43305820800.0,33
