State_Name,District_Name,PH,Clay,Sand,Silt,Nitrogen,SOC,CEC
Manipur,Ukhrul,5.32,29.47,32.16,38.31,6.18,44.27,21.83
Meghalaya,East Garo Hills,5.06,28.2,39.4,32.35,2.62,38.32,22.18
Meghalaya,East Khasi Hills,5.14,30.94,36.9,31.25,5.3,54.65,22.06
Meghalaya,Jaintia Hills,5.17,29.67,38.01,32.15,3.88,52.17,22.16
Meghalaya,North Garo Hills,5.14,28.36,40.71,30.9,2.48,28.65,20.82
Meghalaya,Ri Bhoi,5.16,29.42,38.82,31.34,3.1,38.12,22.67
Meghalaya,South Garo Hills,5.17,27.2,39.21,33.32,2.56,37.62,20.86
Meghalaya,South West Garo Hills,5.41,28.97,36.16,34.68,1.79,20.03,19.17
Meghalaya,South West Khasi Hills,5.12,30.64,38.54,30.68,3.95,52.89,21.36
Meghalaya,West Garo Hills,5.18,27.55,38.72,33.01,2.27,27.74,20.62
Meghalaya,West Khasi Hills,5.1,30.52,38.33,31.13,3.89,56.42,22.8
Mizoram,Aizawl,5.33,30.62,26.41,42.64,4.34,34.69,19.88
Mizoram,Champhai,5.41,31.98,26.75,41.25,4.05,36.97,20.74
Mizoram,Kolasib,5.24,28.22,32.89,38.74,3.4,31.01,18.93
Mizoram,Lawangtlai,5.43,28.6,37.35,34.02,2.57,27.97,19.47
Mizoram,Lunglei,5.35,29.48,33.95,36.44,3.45,32.79,19.22
Mizoram,Mamit,5.26,28.64,32.55,38.8,3.51,32.59,19.18
Mizoram,Saiha,5.4,29.87,34.98,35.12,4.2,37.75,20.54
Mizoram,Serchhip,5.36,30.75,28.8,40.35,3.94,35.32,20.62
Nagaland,Dimapur,5.28,31.72,31.7,33.57,2.87,30.03,19.46
Nagaland,Kiphire,5.33,29.52,32.08,38.29,8.27,51.68,21.42
Nagaland,Kohima,5.21,32.78,30.41,35.62,7.15,44.83,20.88
Nagaland,Longleng,5.15,28.7,38.14,32.97,5.23,42.56,19.74
Nagaland,Mokokchung,5.11,29.77,37.13,32.5,5.06,42.12,20.41
Nagaland,Mon,5.15,28.59,38.96,32.34,5.54,44.34,20.41
Nagaland,Peren,5.19,33.88,29.99,36.06,5.65,41.05,21.59
Nagaland,Phek,5.3,30.24,30.32,39.25,8.82,47.1,20.97
Nagaland,Tuensang,5.33,30.01,33.99,35.82,7.74,52.77,21.39
Nagaland,Wokha,5.17,31.77,33.03,33.81,4.96,38.15,20.68
Nagaland,Zunheboto,5.27,31.63,31.43,36.76,7.87,44.51,21.13
NCT of Delhi,West,4.15,11.94,23.3,17.1,0.59,4.92,8.02
Odisha,Anugul,5.9,30.08,37.56,27.08,1.83,24.55,18.39
Odisha,Balangir,6.6,34.55,29.81,34.91,1.73,17.0,25.38
Odisha,Baleshwar,6.22,35.04,26.15,36.25,1.94,26.79,17.87
Odisha,Bargarh,6.71,36.26,23.95,37.05,1.94,18.01,27.47
Odisha,Bauda,6.13,30.47,36.24,30.92,1.89,23.57,20.89
Odisha,Bhadrak,6.31,37.48,20.02,39.41,2.09,25.61,18.03
Odisha,Cuttack,5.92,31.12,29.96,32.2,1.74,24.17,17.36
Odisha,Debagarh,5.69,32.26,31.51,27.47,1.87,24.35,22.46
Odisha,Dhenkanal,6.12,30.99,36.62,30.37,1.82,26.04,17.23
Odisha,Gajapati,5.87,28.24,39.67,31.65,2.61,34.22,18.28
Odisha,Ganjam,6.06,29.49,38.02,30.52,2.01,26.79,17.84
Odisha,Jagatsinghapur,6.07,32.43,22.28,37.61,1.83,23.54,17.63
Odisha,Jajapur,6.17,35.78,27.01,34.4,1.89,25.02,18.1
Odisha,Jharsuguda,5.29,29.49,19.3,30.79,1.32,14.39,23.46
Odisha,Kalahandi,6.2,28.57,37.78,32.16,1.82,22.96,20.64
Odisha,Kandhamal,5.89,30.02,38.29,31.62,2.46,34.8,19.84
Odisha,Kendrapara,5.95,33.43,17.07,39.71,1.94,24.98,18.06
Odisha,Kendujhar,6.08,34.13,34.75,30.14,1.98,28.01,20.77
Odisha,Khordha,5.94,30.08,33.75,30.86,1.83,23.88,18.3
Odisha,Koraput,5.95,26.25,39.62,31.68,2.0,26.23,21.13
Odisha,Malkangiri,6.0,24.62,39.57,32.6,1.93,25.97,19.13
Odisha,Mayurbhanj,6.03,33.4,34.61,31.54,2.13,29.97,20.42
Odisha,Nabarangapur,6.27,29.41,41.08,28.72,1.73,20.15,29.79
Odisha,Nayagarh,6.05,29.91,37.1,32.19,2.06,28.69,18.14
Odisha,Nuapada,6.63,36.32,30.86,32.43,1.77,19.59,28.32
Odisha,Puri,4.01,19.03,18.41,24.26,1.19,14.58,11.73
Odisha,Rayagada,6.04,26.88,39.3,33.47,2.28,29.56,17.46
Odisha,Sambalpur,6.11,32.98,29.65,33.97,1.93,23.56,25.71
Odisha,Subarnapur,6.4,32.75,27.93,35.32,1.91,17.32,23.41
Odisha,Sundargarh,6.24,35.75,28.19,34.21,2.0,23.6,28.84
Puducherry,Karaikal,5.95,28.36,28.77,31.32,3.01,40.92,22.54
Puducherry,Mahe,4.63,26.89,37.24,17.93,2.73,34.15,16.47
Puducherry,Puducherry,5.68,28.08,27.83,27.58,1.88,31.68,20.64
Puducherry,Yanam,3.74,16.53,20.17,19.25,1.34,17.52,15.13
Punjab,Amritsar,7.53,25.83,32.16,37.79,1.28,13.53,15.65
Punjab,Barnala,7.66,23.82,38.78,34.27,1.3,12.14,17.38
Punjab,Bathinda,7.57,21.69,44.48,29.92,1.4,11.13,13.76
Punjab,Faridkot,7.55,22.6,41.85,32.55,1.3,11.75,15.17
Punjab,Fatehgarh Sahib,7.49,30.56,28.31,38.53,1.35,15.86,19.49
Punjab,Fazilka,7.67,22.54,45.76,29.64,1.25,10.61,15.93
Punjab,Firozpur,7.67,24.87,40.46,32.21,1.3,12.63,17.6
Punjab,Gurdaspur,7.51,25.95,35.12,36.96,1.46,16.42,17.36
Punjab,Hoshiarpur,6.9,22.16,41.71,33.66,1.92,21.96,16.3
Punjab,Jalandhar,7.29,22.51,38.33,33.23,1.03,13.13,15.18
Punjab,Kapurthala,7.34,24.41,37.3,32.99,1.09,14.06,16.55
Punjab,Ludhiana,7.18,24.61,34.96,32.79,1.05,12.76,16.54
Punjab,Mansa,7.78,23.31,44.21,29.9,1.43,10.48,13.83
Punjab,Moga,7.62,23.42,39.79,33.19,1.23,12.49,16.97
Punjab,Muktsar,7.62,22.2,45.19,30.02,1.23,11.33,14.27
Punjab,Pathankot,6.36,23.33,34.83,36.06,3.61,33.93,19.21
Punjab,Patiala,7.64,30.06,28.26,38.51,1.35,13.95,18.35
Punjab,Rupnagar,6.9,22.86,38.52,35.32,1.99,23.44,16.44
Punjab,Sahibzada Ajit Singh Nagar,6.63,21.43,37.45,34.7,1.67,21.81,14.57
Punjab,Sangrur,7.74,26.84,34.98,35.33,1.29,12.1,17.42
Punjab,Shahid Bhagat Singh Nagar,7.19,23.15,42.85,30.61,1.27,17.43,16.2
Punjab,Tarn Taran,7.76,24.57,34.87,38.51,1.28,13.03,16.86
Rajasthan,Ajmer,7.32,22.41,32.64,42.9,1.13,8.12,19.49
Rajasthan,Alwar,7.33,24.64,45.5,28.82,1.25,11.84,21.38
Rajasthan,Banswara,7.06,25.84,35.32,36.31,1.43,10.67,32.37
Rajasthan,Baran,7.18,26.53,40.83,30.84,1.18,8.71,25.37
Rajasthan,Barmer,7.83,22.76,51.49,25.58,0.7,5.63,12.8
Rajasthan,Bharatpur,7.63,26.86,44.63,27.62,1.14,10.3,19.78
Rajasthan,Bhilwara,7.28,26.58,34.84,36.98,1.09,8.34,23.78
Rajasthan,Bikaner,7.97,23.55,51.08,24.81,0.71,5.78,14.83
Rajasthan,Bundi,7.17,25.89,41.78,30.0,1.19,9.42,21.8
Rajasthan,Chittaurgarh,7.04,31.84,34.95,29.73,1.16,9.19,30.47
Rajasthan,Churu,7.84,23.55,54.15,21.53,0.79,6.86,17.6
Rajasthan,Dausa,7.38,23.61,49.96,25.71,1.08,10.31,19.23
Rajasthan,Dhaulpur,7.57,25.53,43.9,29.39,1.2,9.76,20.76
Rajasthan,Dungarpur,7.22,23.78,39.58,35.15,1.51,10.72,30.03
Rajasthan,Ganganagar,7.85,23.94,52.77,22.51,1.0,9.33,17.03
Rajasthan,Hanumangarh,7.85,22.52,57.59,18.52,0.97,8.01,14.29
Rajasthan,Jaipur,7.26,23.08,46.49,27.87,1.04,9.46,20.73
Rajasthan,Jaisalmer,8.0,24.03,57.17,18.72,0.42,4.51,9.75
Rajasthan,Jalor,7.54,21.59,48.31,29.85,1.34,8.05,22.49
Rajasthan,Jhalawar,7.2,29.97,36.02,32.41,1.15,8.72,30.95
Rajasthan,Jhunjhunun,7.46,26.03,45.97,26.96,0.95,9.39,20.92
Rajasthan,Jodhpur,7.72,22.71,54.18,22.39,0.64,5.59,12.13
Rajasthan,Karauli,7.25,25.33,48.28,25.35,1.17,10.6,21.04
Rajasthan,Kota,7.06,26.57,39.67,29.93,1.2,8.89,21.43
Rajasthan,Nagaur,7.59,26.26,49.6,23.54,0.8,6.35,18.11
Rajasthan,Pali,7.46,23.9,44.66,30.65,1.28,7.68,18.39
Rajasthan,Pratapgarh,7.25,35.62,29.72,33.72,1.33,10.15,36.35
Rajasthan,Rajsamand,7.31,33.07,36.73,29.63,1.35,10.43,34.61
Rajasthan,Sawai Madhopur,7.27,24.78,45.95,27.65,1.21,10.16,21.59
Rajasthan,Sikar,7.45,26.96,45.08,27.18,0.94,8.69,23.56
Rajasthan,Sirohi,7.34,24.2,40.61,34.53,1.65,11.77,30.97
Rajasthan,Tonk,7.15,22.26,42.99,31.23,1.03,8.85,21.0
Rajasthan,Udaipur,7.22,31.86,35.52,31.53,1.65,12.69,35.49
Sikkim,East Sikkim,5.54,25.8,38.14,36.05,7.1,66.9,22.71
Sikkim,North Sikkim,5.5,14.84,43.4,27.7,4.09,52.57,22.74
Sikkim,South Sikkim,5.44,26.14,37.68,35.97,6.3,60.66,22.05
Sikkim,West Sikkim,5.45,22.67,40.65,32.84,5.99,65.68,22.89
Tamil Nadu,Ariyalur,7.02,33.22,35.73,29.46,2.19,33.87,25.92
Tamil Nadu,Chennai,0.42,2.1,2.43,1.96,0.19,2.47,1.7
Tamil Nadu,Coimbatore,5.98,27.98,40.77,26.03,2.68,32.87,21.28
Tamil Nadu,Cuddalore,6.53,30.48,33.92,30.25,2.13,32.31,23.64
Tamil Nadu,Dharmapuri,6.54,30.68,38.62,28.27,2.3,28.04,28.55
Tamil Nadu,Dindigul,6.68,29.69,41.23,28.33,2.87,37.96,26.2
Tamil Nadu,Erode,6.61,29.76,38.53,29.36,2.37,30.57,28.21
Tamil Nadu,Kancheepuram,6.09,28.45,32.96,27.91,2.08,32.08,22.16
Tamil Nadu,Kanniyakumari,5.21,30.67,32.56,26.57,3.97,45.34,18.85
Tamil Nadu,Karur,7.18,30.94,38.81,29.2,2.04,33.08,30.45
Tamil Nadu,Krishnagiri,6.53,30.39,41.73,26.41,1.91,24.93,26.92
Tamil Nadu,Madurai,6.89,31.52,40.71,25.86,2.75,32.8,26.41
Tamil Nadu,Nagappattinam,5.79,28.43,28.61,29.99,3.12,40.95,22.14
Tamil Nadu,Namakkal,6.7,29.75,36.53,30.76,2.28,28.24,29.32
Tamil Nadu,Perambalur,7.17,32.76,37.12,29.62,2.28,35.34,30.6
Tamil Nadu,Pudukkottai,7.06,32.52,35.47,28.83,2.47,33.94,27.99
Tamil Nadu,Ramanathapuram,6.94,33.27,32.82,29.57,2.6,45.13,28.65
Tamil Nadu,Salem,6.53,30.45,36.6,29.23,2.41,29.8,29.19
Tamil Nadu,Sivaganga,7.23,33.67,37.23,28.78,2.55,33.93,28.4
Tamil Nadu,Thanjavur,6.73,34.03,32.22,29.97,2.69,32.87,24.94
Tamil Nadu,The Nilgiris,5.74,29.56,38.06,30.9,3.62,46.03,23.18
Tamil Nadu,Theni,6.19,32.04,40.2,26.32,3.61,43.06,23.37
Tamil Nadu,Thiruvallur,6.21,28.84,33.67,27.71,2.07,31.58,23.24
Tamil Nadu,Thiruvarur,6.27,30.63,31.69,32.5,3.32,37.07,24.04
Tamil Nadu,Thoothukkudi,6.95,31.4,38.45,26.34,2.19,47.34,25.44
Tamil Nadu,Tiruchirappalli,6.99,31.35,37.66,28.15,2.23,30.01,29.5
Tamil Nadu,Tirunelveli,6.31,32.25,39.09,27.48,3.06,43.44,23.33
Tamil Nadu,Tiruppur,6.85,28.33,42.48,26.46,2.05,30.55,26.22
Tamil Nadu,Tiruvannamalai,6.81,30.93,37.67,30.36,2.27,32.02,28.68
Tamil Nadu,Vellore,6.65,30.32,38.48,29.02,2.14,28.43,27.72
Tamil Nadu,Viluppuram,6.8,32.37,35.97,29.83,2.16,32.09,25.13
Tamil Nadu,Virudunagar,7.13,34.47,38.27,26.16,3.01,38.87,28.23
Telangana,Adilabad,6.8,37.21,25.99,34.18,1.43,16.09,32.72
Telangana,Hyderabad,0.71,3.35,5.32,2.08,0.17,1.76,2.13
Telangana,Karimnagar,6.76,34.8,29.59,32.53,1.36,16.67,28.44
Telangana,Khammam,6.23,26.72,38.79,31.8,1.76,24.69,20.32
Telangana,Mahbubnagar,6.63,30.52,37.61,28.39,1.38,20.74,25.29
Telangana,Medak,6.96,33.33,37.99,25.28,1.45,14.2,30.5
Telangana,Nalgonda,6.66,29.81,38.71,28.02,1.34,23.6,22.1
Telangana,Nizamabad,6.86,34.06,33.2,27.65,1.36,14.71,33.3
Telangana,Ranga Reddy,6.32,28.37,40.45,24.33,1.3,14.63,24.38
Telangana,Warangal,6.6,29.5,37.38,30.91,1.55,21.49,22.84
Tripura,Dhalai,5.26,26.54,34.88,37.23,1.93,23.8,17.02
Tripura,Gomati,5.37,28.46,33.55,36.51,1.66,19.94,16.56
Tripura,Khowai,5.36,27.78,34.34,37.5,1.88,21.26,16.81
Tripura,North Tripura,5.28,27.93,35.84,36.14,2.62,26.64,17.74
Tripura,Sipahijala,5.4,31.05,31.17,37.05,1.66,19.17,16.88
Tripura,South Tripura,5.44,28.6,33.66,37.61,1.62,19.51,18.34
Tripura,Unokoti,5.28,27.22,36.82,35.87,2.1,23.09,16.75
Tripura,West Tripura,5.27,29.59,31.11,36.32,1.69,18.55,16.34
Uttar Pradesh,Agra,7.8,24.38,40.62,31.3,1.28,11.11,16.74
Uttar Pradesh,Aligarh,8.46,22.07,45.97,30.31,1.39,11.65,12.95
Uttar Pradesh,Allahabad,7.07,23.1,33.63,40.03,1.33,11.73,20.59
Uttar Pradesh,Ambedkar Nagar,7.19,22.39,27.83,46.87,1.41,18.19,21.96
Uttar Pradesh,Amethi,7.19,25.25,31.91,42.54,1.34,13.34,22.15
Uttar Pradesh,Amroha,6.98,22.17,39.01,36.27,1.34,16.53,12.38
Uttar Pradesh,Auraiya,7.6,22.14,39.22,37.01,1.57,18.61,15.02
Uttar Pradesh,Azamgarh,7.33,25.68,26.99,45.95,1.43,18.05,23.47
Uttar Pradesh,Baghpat,7.66,20.36,41.08,35.41,1.24,12.15,12.48
Uttar Pradesh,Bahraich,6.62,22.96,36.06,36.91,1.39,19.43,16.34
Uttar Pradesh,Ballia,6.75,25.48,26.83,40.79,1.21,14.51,22.19
Uttar Pradesh,Balrampur,6.7,23.05,33.98,41.16,1.49,18.34,14.84
Uttar Pradesh,Banda,7.19,22.24,35.67,40.34,1.42,11.23,20.03
Uttar Pradesh,Barabanki,6.93,26.03,33.43,38.3,1.35,15.27,21.8
Uttar Pradesh,Bareilly,6.91,22.68,36.33,38.2,1.5,17.62,13.27
Uttar Pradesh,Basti,6.87,22.44,32.0,41.81,1.54,17.22,16.05
Uttar Pradesh,Bijnor,6.69,23.99,37.7,36.64,1.95,24.05,15.8
Uttar Pradesh,Budaun,7.6,20.17,39.88,38.52,1.53,15.43,12.85
Uttar Pradesh,Bulandshahr,7.86,21.69,41.31,34.97,1.33,12.77,12.53
Uttar Pradesh,Chandauli,6.71,32.18,25.33,36.13,1.37,14.97,30.45
Uttar Pradesh,Chitrakoot,7.08,22.63,38.55,36.97,1.47,11.51,19.6
Uttar Pradesh,Deoria,6.93,26.67,30.33,39.99,1.53,17.22,15.24
Uttar Pradesh,Etah,8.6,21.93,44.61,32.84,1.52,14.14,13.64
Uttar Pradesh,Etawah,8.0,21.98,40.95,34.74,1.64,18.51,12.59
Uttar Pradesh,Faizabad,6.91,23.82,30.35,41.96,1.28,15.47,21.79
Uttar Pradesh,Farrukhabad,7.57,20.5,41.28,35.15,1.65,16.97,15.53
Uttar Pradesh,Fatehpur,7.08,19.23,31.94,45.97,1.34,12.88,17.65
Uttar Pradesh,Firozabad,8.32,22.82,41.07,33.86,1.35,12.21,14.59
Uttar Pradesh,Gautam Buddha Nagar,7.16,20.25,38.21,27.16,1.1,9.09,11.05
Uttar Pradesh,Ghaziabad,7.02,17.69,37.11,32.39,1.05,9.81,10.98
Uttar Pradesh,Ghazipur,7.01,27.96,27.29,41.57,1.45,14.8,27.2
Uttar Pradesh,Gonda,6.94,23.94,33.49,41.03,1.44,16.21,20.65
Uttar Pradesh,Gorakhpur,6.82,24.23,29.52,41.34,1.57,20.04,14.58
Uttar Pradesh,Hamirpur,7.31,23.47,36.89,37.45,1.3,13.42,20.26
Uttar Pradesh,Hapur,7.43,20.34,39.24,37.95,1.25,13.4,12.06
Uttar Pradesh,Hardoi,7.32,25.47,35.91,36.98,1.55,19.22,24.42
Uttar Pradesh,Hathras,8.48,23.64,44.31,31.08,1.4,11.4,14.97
Uttar Pradesh,Jalaun,7.57,22.09,38.56,37.55,1.39,15.94,19.51
Uttar Pradesh,Jaunpur,7.34,27.23,29.59,42.59,1.41,16.65,25.87
Uttar Pradesh,Jhansi,7.36,22.96,41.49,32.68,1.27,11.83,20.8
Uttar Pradesh,Kannauj,7.59,23.3,41.14,34.58,1.67,19.92,20.54
Uttar Pradesh,Kanpur Dehat,7.37,22.82,36.73,39.45,1.55,17.79,20.34
Uttar Pradesh,Kanpur Nagar,6.91,21.15,33.58,38.31,1.39,16.88,22.48
Uttar Pradesh,Kasganj,8.3,20.69,43.71,33.72,1.56,15.79,12.07
Uttar Pradesh,Kaushambi,6.72,18.77,32.8,42.04,1.28,10.65,14.83
Uttar Pradesh,Kushinagar,6.72,26.21,31.22,40.46,1.35,18.24,14.53
Uttar Pradesh,Lakhimpur Kheri,6.71,23.12,36.65,37.84,1.75,20.62,14.81
Uttar Pradesh,Lalitpur,6.88,27.1,28.65,37.78,1.11,9.98,27.22
Uttar Pradesh,Lucknow,6.66,25.02,31.73,36.19,1.32,15.18,22.52
Uttar Pradesh,Maharajganj,6.73,26.93,29.05,43.12,1.58,20.44,14.85
Uttar Pradesh,Mahoba,7.19,20.96,40.19,36.38,1.3,10.35,20.88
Uttar Pradesh,Mainpuri,8.39,20.9,43.42,35.11,1.68,18.08,13.21
Uttar Pradesh,Mathura,7.85,25.53,41.43,30.1,1.26,10.39,15.94
Uttar Pradesh,Mau,7.04,26.26,27.05,43.57,1.31,14.23,23.22
Uttar Pradesh,Meerut,7.01,19.79,36.62,38.96,1.24,15.47,12.2
Uttar Pradesh,Mirzapur,6.86,31.45,28.26,34.57,1.27,12.01,32.51
Uttar Pradesh,Moradabad,6.89,23.99,37.84,35.85,1.36,18.01,13.03
Uttar Pradesh,Muzaffarnagar,6.98,22.82,36.93,37.37,1.32,17.7,13.48
Uttar Pradesh,Pilibhit,6.57,23.49,34.55,38.96,1.56,22.01,14.65
Uttar Pradesh,Pratapgarh,7.16,22.66,31.15,44.86,1.34,14.34,19.7
Uttar Pradesh,Rae Bareli,7.14,22.44,33.02,42.79,1.35,12.77,21.79
Uttar Pradesh,Rampur,6.89,24.68,36.68,37.09,1.43,18.51,13.45
Uttar Pradesh,Saharanpur,6.84,24.44,38.9,35.24,1.74,23.12,16.65
Uttar Pradesh,Sambhal,7.45,22.97,42.01,33.78,1.52,14.42,12.84
Uttar Pradesh,Sant Kabir Nagar,7.04,24.6,30.93,42.26,1.63,20.55,14.82
Uttar Pradesh,Sant Ravi Das Nagar,7.02,25.06,30.58,40.92,1.35,12.85,29.24
Uttar Pradesh,Shahjahanpur,7.04,21.84,37.11,39.36,1.57,16.84,14.1
Uttar Pradesh,Shamli,7.35,22.5,39.0,36.38,1.29,14.51,13.26
Uttar Pradesh,Shravasti,6.73,22.63,36.94,38.82,1.4,18.36,15.13
Uttar Pradesh,Siddharth Nagar,6.92,25.93,31.62,41.25,1.44,17.97,14.4
Uttar Pradesh,Sitapur,7.04,23.41,37.67,38.06,1.53,17.12,15.68
Uttar Pradesh,Sonbhadra,6.56,35.35,18.81,36.73,1.3,13.33,39.13
Uttar Pradesh,Sultanpur,7.33,26.88,30.83,41.72,1.35,16.04,22.41
Uttar Pradesh,Unnao,7.24,24.92,34.04,38.91,1.41,17.97,24.69
Uttar Pradesh,Varanasi,6.65,25.92,27.2,38.21,1.33,12.74,28.41
Uttarakhand,Almora,5.99,23.05,33.11,43.75,4.13,52.34,22.37
Uttarakhand,Bageshwar,5.52,21.64,34.44,36.65,4.83,63.66,23.0
Uttarakhand,Chamoli,5.03,18.11,35.82,29.51,4.77,69.66,22.11
Uttarakhand,Chamoli,6.4,16.77,48.27,33.68,5.16,64.16,34.02
Uttarakhand,Champawat,5.87,23.91,33.72,42.01,3.89,49.47,22.09
Uttarakhand,Dehradun,5.86,23.53,35.56,38.65,4.12,51.35,22.0
Uttarakhand,Garhwal,5.88,23.19,34.99,39.99,3.97,52.14,21.53
Uttarakhand,Hardwar,6.49,23.28,38.67,34.74,2.28,27.4,17.23
Uttarakhand,Nainital,5.92,24.0,34.23,40.94,3.53,50.06,21.06
Uttarakhand,Pithoragarh,4.91,16.83,33.39,30.13,4.18,59.32,21.14
Uttarakhand,Pithoragarh,5.94,15.98,43.66,32.27,4.81,61.21,31.74
Uttarakhand,Rudraprayag,5.54,20.91,40.82,31.71,5.71,83.01,24.0
Uttarakhand,Tehri Garhwal,5.76,23.05,36.78,37.78,4.94,66.78,23.09
Uttarakhand,Udham Singh Nagar,6.24,22.97,34.98,36.68,1.63,25.43,14.27
Uttarakhand,Uttarkashi,5.28,18.4,38.34,31.17,4.98,73.5,22.89
Uttarakhand,Uttarkashi,6.36,16.21,45.73,35.08,4.89,58.81,31.48
West Bengal,Alipurduar,5.35,25.93,43.54,29.82,2.14,25.3,18.99
West Bengal,Bankura,6.0,25.99,42.91,28.84,1.37,18.16,15.29
West Bengal,Barddhaman,5.85,30.21,23.52,38.25,1.38,19.71,16.86
West Bengal,Birbhum,6.13,25.92,32.98,39.07,1.41,18.72,17.2
West Bengal,Dakshin Dinajpur,6.35,36.53,23.35,38.57,1.5,18.54,19.8
West Bengal,Darjiling,5.35,26.28,36.91,35.8,4.21,44.04,20.9
West Bengal,Haora,5.53,30.92,8.21,43.99,1.69,24.08,17.22
West Bengal,Hugli,6.22,33.11,13.4,46.56,1.54,23.42,18.06
West Bengal,Jalpaiguri,5.36,25.24,38.61,32.76,2.03,23.16,18.93
West Bengal,Koch Bihar,5.39,24.77,44.18,26.7,2.3,21.08,18.27
West Bengal,Kolkata,0.14,0.77,0.23,1.1,0.04,0.59,0.44
West Bengal,Maldah,5.64,25.06,22.6,37.79,1.2,17.11,15.25
West Bengal,Murshidabad,6.02,28.53,18.58,42.66,1.4,18.73,16.55
West Bengal,Nadia,5.91,33.45,12.42,43.75,1.43,20.86,16.59
West Bengal,North 24 Parganas,4.45,27.46,6.78,36.88,1.86,21.16,14.76
West Bengal,Pashchim Medinipur,6.23,29.95,32.48,36.28,1.56,21.5,17.21
West Bengal,Purba Medinipur,6.31,34.37,10.65,49.93,1.76,23.32,17.19
West Bengal,Puruliya,6.23,31.57,33.47,33.0,1.76,19.9,22.57
West Bengal,South 24 Parganas,5.47,29.31,6.36,47.53,1.92,21.33,15.8
West Bengal,Uttar Dinajpur,6.36,27.53,29.87,41.42,1.59,19.46,17.65
